"","PointID","Site","State","RegionNum","Treatment","VisitNum","runnel_age","Year","Point_X","Point_Y","SurveyWindow","SurveyDate","Month","Day","Observer","Tide","SurveyTime","TempF","Sky","WindSp","Noise","Site_Date","DistBand","AlphaCode","Count","feeding_guild","wetland_score"
"16030","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2023,-71.53134,41.378349,1,"5/21/2023",5,21,"JH","High/Falling","810",57,2,2,1,"PP REF 5/21/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16031","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2023,-71.53134,41.378349,2,"6/19/2023",6,19,"JH","High/Rising","818",65,1,2,1,"PP REF 6/19/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16032","PP RUN","Potter's Pond","RI",3,"Runnel",1,3,2021,-71.527601,41.37927,1,"5/13/2021",5,13,"ADF","High/Rising","6:55",50,0,1,1,"PP RUN 5/13/2021  ","0-50m","UNK_SP",0,"MARSH",1
"16033","PP RUN","Potter's Pond","RI",3,"Runnel",2,3,2021,-71.527601,41.37927,2,"6/15/2021",6,15,"JAH","Low/Rising","9:16",68,2,2,1,"PP RUN 6/15/2021  ","0-50m","UNK_SP",0,"MARSH",1
"16034","PP RUN","Potter's Pond","RI",3,"Runnel",1,5,2023,-71.527601,41.37927,1,"5/21/2023",5,21,"JH","High/Falling","743",57,2,3,1,"PP RUN 5/21/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16035","Kents NAC","Kent's Island","MA",2,"No Action",1,NA,2023,-70.873811,42.758717,1,"6/6/2023",6,6,"JLG","Low/Falling","9:57",61,1,2,1,"Kents NAC 6/6/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16036","JP RUN","Jacob's Point","RI",3,"Runnel",1,7,2023,-71.2876,41.712,2,"6/16/2023",6,16,"JH","High/Rising","650",64,0,0,1,"JP RUN 6/16/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16037","Kents RUN","Kent's Island","MA",2,"Runnel",1,0,2022,-70.875569,42.759872,1,"5/31/2022",5,31,"JLG","Low","9:36",73,0,1,2,"Kents RUN 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16038","JP RUN","Jacob's Point","RI",3,"Runnel",1,5,2021,-71.2876,41.712,1,"5/24/2021",5,24,"ADF","High/Falling","9:30",65,0,1,1,"JP RUN 5/24/2021  ","0-50m","UNK_SP",0,"MARSH",1
"16039","JP RUN","Jacob's Point","RI",3,"Runnel",2,5,2021,-71.2876,41.712,2,"6/3/2021",6,3,"ADF","Low/Falling","6:15",60,2,1,1,"JP RUN 6/3/2021  ","0-50m","UNK_SP",0,"MARSH",1
"16040","Kents RUN","Kent's Island","MA",2,"Runnel",1,1,2023,-70.875569,42.759872,1,"6/6/2023",6,6,"JLG","Low/Falling","9:41",62,1,1,1,"Kents RUN 6/6/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16041","JP RUN","Jacob's Point","RI",3,"Runnel",2,7,2023,-71.2876,41.712,3,"7/12/2023",7,12,"JH","High/Falling","648",78,0,1,1,"JP RUN 7/12/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16042","Kents NAC","Kent's Island","MA",2,"No Action",1,NA,2022,-70.873811,42.758717,1,"5/31/2022",5,31,"JLG","Low/Rising","10:02",73,0,1,2,"Kents NAC 5/31/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16043","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2022,-70.873811,42.758717,2,"7/5/2022",7,5,"JLG","High/Falling","9:12",73,1,1,1,"Kents NAC 7/5/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16044","MD NAC","Middlebridge","RI",3,"No Action",1,NA,2023,-71.4481,41.460933,2,"6/23/2023",6,23,"JH","Low","623",62,2,1,0,"MD NAC 6/23/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16045","Kents RUN","Kent's Island","MA",2,"Runnel",2,1,2023,-70.875569,42.759872,2,"7/11/2023",7,11,"JLG","High","9:21",71,1,2,1,"Kents RUN 7/11/2023  ","0-50m","UNK_SP",0,"MARSH",1
"16046","MD NAC","Middlebridge","RI",3,"No Action",1,NA,2022,41.462694,-71.449686,2,"6/23/2022",6,23,"SM","High/Falling","633",62,1,1,1,"MD NAC 6/23/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16047","Kents RUN","Kent's Island","MA",2,"Runnel",2,0,2022,-70.875569,42.759872,2,"7/5/2022",7,5,"JLG","High/Falling","8:51",73,1,1,1,"Kents RUN 7/5/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16048","MD NAC","Middlebridge","RI",3,"No Action",2,NA,2022,41.462694,-71.449686,3,"7/7/2022",7,7,"SM","Low/Falling","647",64,0,0,1,"MD NAC 7/7/2022  ","0-50m","UNK_SP",0,"MARSH",1
"16049","JP RUN","Jacob's Point","RI",3,"Runnel",2,5,2021,-71.2876,41.712,2,"6/3/2021",6,3,"ADF","Low/Falling","6:15",60,2,1,1,"JP RUN 6/3/2021  ","0-50m","WEVI",0,"UPLAND",1
"16050","JP RUN","Jacob's Point","RI",3,"Runnel",1,7,2023,-71.2876,41.712,2,"6/16/2023",6,16,"JH","High/Rising","650",64,0,0,1,"JP RUN 6/16/2023  ","0-50m","WEVI",0,"UPLAND",1
"16051","JP RUN","Jacob's Point","RI",3,"Runnel",2,7,2023,-71.2876,41.712,3,"7/12/2023",7,12,"JH","High/Falling","648",78,0,1,1,"JP RUN 7/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16052","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2022,-70.873811,42.758717,2,"7/5/2022",7,5,"JLG","High/Falling","9:12",73,1,1,1,"Kents NAC 7/5/2022  ","0-50m","WEVI",0,"UPLAND",1
"16053","SP RUN North","Sapowet","RI",3,"Runnel",2,4,2022,41.582944,-71.205411,3,"7/11/2022",7,11,"JH","Low/Falling","835",68,0,2,1,"SP RUN North 7/11/2022  ","0-50m","WEVI",0,"UPLAND",1
"16054","SP RUN North","Sapowet","RI",3,"Runnel",2,0,2022,41.578878,-71.205069,3,"7/11/2022",7,11,"JH","Low/Falling","900",68,0,1,1,"SP RUN North 7/11/2022  ","0-50m","WEVI",0,"UPLAND",1
"16055","Kents NAC","Kent's Island","MA",2,"No Action",1,NA,2022,-70.873811,42.758717,1,"5/31/2022",5,31,"JLG","Low/Rising","10:02",73,0,1,2,"Kents NAC 5/31/2022  ","0-50m","WEVI",0,"UPLAND",1
"16056","JP RUN","Jacob's Point","RI",3,"Runnel",1,5,2021,-71.2876,41.712,1,"5/24/2021",5,24,"ADF","High/Falling","9:30",65,0,1,1,"JP RUN 5/24/2021  ","0-50m","WEVI",0,"UPLAND",1
"16057","SP RUN South","Sapowet","RI",3,"Runnel",1,1,2023,-71.205069,41.578878,2,"6/4/2023",6,4,"JH","High/Rising","726",52,1,2,0,"SP RUN South 6/4/2023  ","0-50m","WEVI",0,"UPLAND",1
"16058","SP RUN South","Sapowet","RI",3,"Runnel",2,1,2023,-71.205069,41.578878,3,"7/9/2023",7,9,"JH","Low","735",76,2,0,1,"SP RUN South 7/9/2023  ","0-50m","WEVI",0,"UPLAND",1
"16059","SP RUN North","Sapowet","RI",3,"Runnel",1,5,2023,-71.205411,41.582944,2,"6/4/2023",6,4,"JH","High/Rising","701",51,1,2,1,"SP RUN North 6/4/2023  ","0-50m","WEVI",0,"UPLAND",1
"16060","SP RUN North","Sapowet","RI",3,"Runnel",2,5,2023,-71.205411,41.582944,3,"7/9/2023",7,9,"JH","Low/Falling","707",76,2,1,0,"SP RUN North 7/9/2023  ","0-50m","WEVI",0,"UPLAND",1
"16061","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2023,-71.288352,41.712839,3,"7/12/2023",7,12,"JH","High/Falling","717",78,0,1,1,"JP NAC 7/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16062","BCM SHARP1 - NAC","Broad Cove","MA",2,"No Action",1,NA,2022,-71.1339,41.795,1,"5/23/2022",5,23,"JLG","Low","8:22",66,2,2,3,"BCM SHARP1 - NAC 5/23/2022  ","0-50m","WEVI",0,"UPLAND",1
"16063","BCM SHARP1 - NAC","Broad Cove","MA",2,"No Action",2,NA,2022,-71.1339,41.795,2,"6/22/2022",6,22,"JLG","Low/Falling","7:41",63,2,1,2,"BCM SHARP1 - NAC 6/22/2022  ","0-50m","WEVI",0,"UPLAND",1
"16064","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",1,NA,2022,-71.13286,41.79348,1,"5/23/2022",5,23,"JLG","Low","8:44",64,2,3,3,"BCM SHARP2 - REF 5/23/2022  ","0-50m","WEVI",0,"UPLAND",1
"16065","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",2,NA,2022,-71.13286,41.79348,2,"6/22/2022",6,22,"JLG","Low/Falling","7:21",61,2,1,2,"BCM SHARP2 - REF 6/22/2022  ","0-50m","WEVI",0,"UPLAND",1
"16066","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",1,NA,2023,-71.13286,41.79348,1,"5/22/2023",5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"BCM SHARP2 - REF 5/22/2023  ","0-50m","WEVI",0,"UPLAND",1
"16067","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",2,NA,2023,-71.13286,41.79348,2,"6/28/2023",6,28,"JLG","Low","8:13",68,2,0,2,"BCM SHARP2 - REF 6/28/2023  ","0-50m","WEVI",0,"UPLAND",1
"16068","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",1,5,2022,-71.13327,41.7925,1,"5/23/2022",5,23,"JLG","Low","9:00",67,2,3,2,"BCM SHARP3 - RUN 5/23/2022  ","0-50m","WEVI",0,"UPLAND",1
"16069","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",2,5,2022,-71.13327,41.7925,2,"6/22/2022",6,22,"JLG","Low/Falling","7:08",61,2,1,2,"BCM SHARP3 - RUN 6/22/2022  ","0-50m","WEVI",0,"UPLAND",1
"16070","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",1,6,2023,-71.13327,41.7925,1,"5/22/2023",5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"BCM SHARP3 - RUN 5/22/2023  ","0-50m","WEVI",0,"UPLAND",1
"16071","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",2,6,2023,-71.13327,41.7925,2,"6/28/2023",6,28,"JLG","Low","7:59",68,2,0,2,"BCM SHARP3 - RUN 6/28/2023  ","0-50m","WEVI",0,"UPLAND",1
"16072","CN NAC","Canonchet","RI",3,"No Action",1,NA,2022,41.442441,-71.458731,2,"6/2/2022",6,2,"SM","High/Rising","727",58,2,1,1,"CN NAC 6/2/2022  ","0-50m","WEVI",0,"UPLAND",1
"16073","CN NAC","Canonchet","RI",3,"No Action",2,NA,2022,41.442441,-71.458731,3,"7/7/2022",7,7,"SM","Low/Falling","734",69,0,0,1,"CN NAC 7/7/2022  ","0-50m","WEVI",0,"UPLAND",1
"16074","CN NAC","Canonchet","RI",3,"No Action",1,NA,2023,-71.458731,41.442441,2,"6/24/2023",6,24,"JH","Low","626",67,2,0,0,"CN NAC 6/24/2023  ","0-50m","WEVI",0,"UPLAND",1
"16075","CN NAC","Canonchet","RI",3,"No Action",2,NA,2023,-71.458731,41.442441,3,"7/15/2023",7,15,"JH","High/Falling","728",74,2,0,1,"CN NAC 7/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16076","CN REF","Canonchet","RI",3,"Reference",1,NA,2022,-71.458492,41.444235,2,"6/2/2022",6,2,"SM","High/Rising","707",58,2,1,1,"CN REF 6/2/2022  ","0-50m","WEVI",0,"UPLAND",1
"16077","CN REF","Canonchet","RI",3,"Reference",1,NA,2023,-71.458492,41.444235,2,"6/24/2023",6,24,"JH","Low","642",67,2,0,1,"CN REF 6/24/2023  ","0-50m","WEVI",0,"UPLAND",1
"16078","CN REF","Canonchet","RI",3,"Reference",2,NA,2023,-71.458492,41.444235,3,"7/15/2023",7,15,"JH","High/Falling","749",74,2,0,1,"CN REF 7/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16079","CN RUN","Canonchet","RI",3,"Runnel",1,7,2022,-71.456262,41.44248,2,"6/2/2022",6,2,"SM","Low/Rising","611",57,2,1,1,"CN RUN 6/2/2022  ","0-50m","WEVI",0,"UPLAND",1
"16080","CN RUN","Canonchet","RI",3,"Runnel",1,8,2023,-71.456262,41.44248,2,"6/24/2023",6,24,"JH","Low","611",67,2,0,1,"CN RUN 6/24/2023  ","0-50m","WEVI",0,"UPLAND",1
"16081","CN RUN","Canonchet","RI",3,"Runnel",2,8,2023,-71.456262,41.44248,3,"7/15/2023",7,15,"JH","High/Falling","728",74,2,0,1,"CN RUN 7/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16082","DPR N Ref","Plum Island","MA",2,"Reference",1,NA,2021,-70.81001,42.78261,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","7:03",57,0,3,0,"DPR N Ref 6/23/2021  ","0-50m","WEVI",0,"UPLAND",1
"16083","DPR N Ref","Plum Island","MA",2,"Reference",2,NA,2021,-70.81001,42.78261,3,"7/7/2021",7,7,"JGM/NA","High/Rising","9:00",73,0,3,1,"DPR N Ref 7/7/2021  ","0-50m","WEVI",0,"UPLAND",1
"16084","DPR N Ref","Plum Island","MA",2,"Reference",1,NA,2023,-70.81001,42.78261,1,"6/12/2023",6,12,"JGM","High/Falling","10:00",63,2,1,1,"DPR N Ref 6/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16085","DPR N Ref","Plum Island","MA",2,"Reference",2,NA,2023,-70.81001,42.78261,2,"7/21/2023",7,21,"JGM","Low","940",74,2,2,0,"DPR N Ref 7/21/2023  ","0-50m","WEVI",0,"UPLAND",1
"16086","DPR N Rest","Plum Island","MA",2,"Runnel",1,2,2021,-70.8095,42.7798,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","7:25",60,0,3,0,"DPR N Rest 6/23/2021  ","0-50m","WEVI",0,"UPLAND",1
"16087","DPR N Rest","Plum Island","MA",2,"Runnel",2,2,2021,-70.8095,42.7798,3,"7/7/2021",7,7,"JGM/NA","High/Rising","9:20",73,0,3,1,"DPR N Rest 7/7/2021  ","0-50m","WEVI",0,"UPLAND",1
"16088","DPR N Rest","Plum Island","MA",2,"Runnel",1,6,2023,-70.8095,42.7798,1,"6/12/2023",6,12,"JGM","High/Falling","9:40",60,2,1,1,"DPR N Rest 6/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16089","DPR N Rest","Plum Island","MA",2,"Runnel",2,4,2023,-70.8095,42.7798,2,"7/21/2023",7,21,"JGM","Low","920",72,2,1,0,"DPR N Rest 7/21/2023  ","0-50m","WEVI",0,"UPLAND",1
"16090","DPR S Ref","Plum Island","MA",2,"Reference",1,NA,2021,-70.8123,42.777,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","8:05",63,0,3,0,"DPR S Ref 6/23/2021  ","0-50m","WEVI",0,"UPLAND",1
"16091","DPR S Ref","Plum Island","MA",2,"Reference",2,NA,2021,-70.8123,42.777,3,"7/7/2021",7,7,"JGM/NA","Low/Rising","8:15",73,0,3,1,"DPR S Ref 7/7/2021  ","0-50m","WEVI",0,"UPLAND",1
"16092","DPR S Ref","Plum Island","MA",2,"Reference",1,NA,2023,-70.8123,42.777,1,"6/12/2023",6,12,"JGM","High/Falling","9:00",62,2,0,1,"DPR S Ref 6/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16093","DPR S Ref","Plum Island","MA",2,"Reference",2,NA,2023,-70.8123,42.777,2,"7/21/2023",7,21,"JGM","Low","830",72,2,1,0,"DPR S Ref 7/21/2023  ","0-50m","WEVI",0,"UPLAND",1
"16094","DPR S Rest","Plum Island","MA",2,"Runnel",1,4,2021,-70.809,42.7777,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","7:45",63,0,3,0,"DPR S Rest 6/23/2021  ","0-50m","WEVI",0,"UPLAND",1
"16095","DPR S Rest","Plum Island","MA",2,"Runnel",2,4,2021,-70.809,42.7777,3,"7/7/2021",7,7,"JGM/NA","Low/Rising","8:32",73,0,3,1,"DPR S Rest 7/7/2021  ","0-50m","WEVI",0,"UPLAND",1
"16096","DPR S Rest","Plum Island","MA",2,"Runnel",1,4,2023,-70.809,42.7777,1,"6/12/2023",6,12,"JGM","High/Falling","9:20",60,2,1,1,"DPR S Rest 6/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16097","DPR S Rest","Plum Island","MA",2,"Runnel",2,4,2023,-70.809,42.7777,2,"7/21/2023",7,21,"JGM","Low","900",73,2,1,0,"DPR S Rest 7/21/2023  ","0-50m","WEVI",0,"UPLAND",1
"16098","DPS S NAC","Plum Island","MA",2,"No Action",1,NA,2021,-70.8107,42.7738,2,"6/23/2021",6,23,"JLG/JGM","Low/Rising","7:45",63,0,3,1,"DPS S NAC 6/23/2021  ","0-50m","WEVI",0,"UPLAND",1
"16099","DPS S NAC","Plum Island","MA",2,"No Action",2,NA,2021,-70.8107,42.7738,3,"7/7/2021",7,7,"JGM/NA","Low/Rising","7:35",73,0,2,1,"DPS S NAC 7/7/2021  ","0-50m","WEVI",0,"UPLAND",1
"16100","DPS S NAC","Plum Island","MA",2,"No Action",1,NA,2023,-70.8107,42.7738,1,"6/12/2023",6,12,"JGM","High/Falling","8:30",60,2,0,1,"DPS S NAC 6/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16101","DPS S NAC","Plum Island","MA",2,"No Action",2,NA,2023,-70.8107,42.7738,2,"7/21/2023",7,21,"JGM","Low/Falling","755",70,1,2,0,"DPS S NAC 7/21/2023  ","0-50m","WEVI",0,"UPLAND",1
"16102","Essex NAC North","Essex","MA",2,"No Action",1,NA,2022,-70.776608,42.651283,1,"5/27/2022",5,27,"JLG","Low/Rising","6:17",61,2,3,3,"Essex NAC North 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16103","Essex NAC North","Essex","MA",2,"No Action",2,NA,2022,-70.776608,42.651283,2,"6/20/2022",6,20,"JLG","High/Falling","9:34",62,0,2,1,"Essex NAC North 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16104","Essex NAC North","Essex","MA",2,"No Action",1,NA,2023,-70.776608,42.651283,1,"6/15/2023",6,15,"JLG","Low/Rising","7:25",62,2,1,1,"Essex NAC North 6/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16105","Essex NAC North","Essex","MA",2,"No Action",2,NA,2023,-70.776608,42.651283,2,"7/19/2023",7,19,"JGM","Low/Rising","745",72,1,1,2,"Essex NAC North 7/19/2023  ","0-50m","WEVI",0,"UPLAND",1
"16106","Essex NAC South","Essex","MA",2,"No Action",1,NA,2022,-70.771131,42.651806,1,"5/27/2022",5,27,"JLG","Low/Rising","7:14",62,1,3,3,"Essex NAC South 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16107","Essex NAC South","Essex","MA",2,"No Action",2,NA,2022,-70.771131,42.651806,2,"6/20/2022",6,20,"JLG","High/Falling","10:26",66,0,2,1,"Essex NAC South 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16108","Essex NAC South","Essex","MA",2,"No Action",1,NA,2023,-70.771131,42.651806,1,"6/15/2023",6,15,"JLG","Low/Rising","6:35",61,2,0,1,"Essex NAC South 6/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16109","Essex NAC South","Essex","MA",2,"No Action",2,NA,2023,-70.771131,42.651806,2,"7/19/2023",7,19,"JGM","Low/Rising","825",75,2,1,2,"Essex NAC South 7/19/2023  ","0-50m","WEVI",0,"UPLAND",1
"16110","Essex REF North","Essex","MA",2,"Reference",1,NA,2022,-70.774717,42.654558,1,"5/27/2022",5,27,"JLG","Low/Rising","6:39",61,1,0,2,"Essex REF North 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16111","Essex REF North","Essex","MA",2,"Reference",2,NA,2022,-70.774717,42.654558,2,"6/20/2022",6,20,"JLG","High/Falling","9:55",62,0,2,2,"Essex REF North 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16112","Essex REF South","Essex","MA",2,"Reference",1,NA,2022,-70.773536,42.649931,1,"5/27/2022",5,27,"JLG","Low/Rising","7:29",62,1,3,4,"Essex REF South 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16113","Essex REF South","Essex","MA",2,"Reference",2,NA,2022,-70.773536,42.649931,2,"6/20/2022",6,20,"JLG","High/Falling","10:41",67,0,2,2,"Essex REF South 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16114","Essex REF South","Essex","MA",2,"Reference",1,NA,2023,-70.773536,42.649931,1,"6/15/2023",6,15,"JLG","Low/Rising","6:00",61,2,0,1,"Essex REF South 6/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16115","Essex REF South","Essex","MA",2,"Reference",2,NA,2023,-70.773536,42.649931,2,"7/19/2023",7,19,"JGM","Low/Rising","905",72,1,2,2,"Essex REF South 7/19/2023  ","0-50m","WEVI",0,"UPLAND",1
"16116","Essex RUN North","Essex","MA",2,"Runnel",1,0,2022,-70.775369,42.651917,1,"5/27/2022",5,27,"JLG","Low/Rising","6:02",60,2,2,2,"Essex RUN North 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16117","Essex RUN North","Essex","MA",2,"Runnel",2,0,2022,-70.775369,42.651917,2,"6/20/2022",6,20,"JLG","High/Falling","9:20",61,0,1,1,"Essex RUN North 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16118","Essex RUN North","Essex","MA",2,"Runnel",1,1,2023,-70.775369,42.651917,1,"6/15/2023",6,15,"JLG","Low/Rising","7:07",61,2,1,1,"Essex RUN North 6/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16119","Essex RUN North","Essex","MA",2,"Runnel",2,1,2023,-70.775369,42.651917,2,"7/19/2023",7,19,"JGM","Low/Rising","800",72,2,1,2,"Essex RUN North 7/19/2023  ","0-50m","WEVI",0,"UPLAND",1
"16120","Essex RUN South","Essex","MA",2,"Runnel",1,0,2022,-70.7728,42.651456,1,"5/27/2022",5,27,"JLG","Low/Rising","6:57",61,1,2,3,"Essex RUN South 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16121","Essex RUN South","Essex","MA",2,"Runnel",2,0,2022,-70.7728,42.651456,2,"6/20/2022",6,20,"JLG","High/Falling","10:13",66,0,1,2,"Essex RUN South 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16122","Essex RUN South","Essex","MA",2,"Runnel",1,1,2023,-70.7728,42.651456,1,"6/15/2023",6,15,"JLG","Low/Rising","6:16",62,2,1,1,"Essex RUN South 6/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16123","Essex RUN South","Essex","MA",2,"Runnel",2,1,2023,-70.7728,42.651456,2,"7/19/2023",7,19,"JGM","Low/Rising","845",75,2,2,2,"Essex RUN South 7/19/2023  ","0-50m","WEVI",0,"UPLAND",1
"16124","Ipswich NAC East","Ipswich","MA",2,"No Action",1,NA,2022,-70.773939,42.679464,1,"5/27/2022",5,27,"JLG","High/Rising","9:16",64,1,2,2,"Ipswich NAC East 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16125","Ipswich NAC East","Ipswich","MA",2,"No Action",2,NA,2022,-70.773939,42.679464,2,"6/20/2022",6,20,"JLG","High/Falling","6:41",48,0,1,1,"Ipswich NAC East 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16126","Ipswich NAC West","Ipswich","MA",2,"No Action",1,NA,2022,-70.781622,42.678839,1,"5/27/2022",5,27,"JLG","High/Rising","8:16",63,2,3,1,"Ipswich NAC West 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16127","Ipswich NAC West","Ipswich","MA",2,"No Action",2,NA,2022,-70.781622,42.678839,2,"6/20/2022",6,20,"JLG","High/Falling","8:07",59,0,2,1,"Ipswich NAC West 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16128","Ipswich NAC West","Ipswich","MA",2,"No Action",1,NA,2023,-70.773939,42.679464,1,"6/15/2023",6,15,"JLG","High/Rising","9:17",62,1,0,1,"Ipswich NAC West 6/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16129","Ipswich NAC West","Ipswich","MA",2,"No Action",2,1,2023,-70.773939,42.679464,2,"7/12/2023",7,12,"JGM","High/Falling","9:45",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16130","Ipswich NAC West","Ipswich","MA",2,"Runnel",2,1,2023,-70.775144,42.680281,2,"7/12/2023",7,12,"JGM","High/Falling","9:27",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16131","Ipswich REF East","Ipswich","MA",2,"Reference",1,NA,2022,-70.771769,42.680317,1,"5/27/2022",5,27,"JLG","High/Rising","9:03",64,1,2,2,"Ipswich REF East 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16132","Ipswich REF East","Ipswich","MA",2,"Reference",2,NA,2022,-70.771769,42.680317,2,"6/20/2022",6,20,"JLG","High/Falling","6:57",50,0,2,1,"Ipswich REF East 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16133","Ipswich REF West","Ipswich","MA",2,"Reference",1,NA,2022,-70.782456,42.680364,1,"5/27/2022",5,27,"JLG","High/Rising","8:30",64,1,3,1,"Ipswich REF West 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16134","Ipswich REF West","Ipswich","MA",2,"Reference",2,NA,2022,-70.782456,42.680364,2,"6/20/2022",6,20,"JLG","High/Falling","7:53",59,0,1,1,"Ipswich REF West 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16135","Ipswich REF West","Ipswich","MA",2,"Reference",1,NA,2023,-70.771769,42.680317,1,"6/15/2023",6,15,"JLG","High/Rising","9:30",62,1,1,1,"Ipswich REF West 6/15/2023  ","0-50m","WEVI",0,"UPLAND",1
"16136","Ipswich REF West","Ipswich","MA",2,"Reference",2,NA,2023,-70.771769,42.680317,2,"7/12/2023",7,12,"JLG","High/Falling","9:31",80,0,1,1,"Ipswich REF West 7/12/2023  ","0-50m","WEVI",0,"UPLAND",1
"16137","Ipswich RUN East","Ipswich","MA",2,"Runnel",1,0,2022,-70.775144,42.680281,1,"5/27/2022",5,27,"JLG","High/Rising","9:30",67,1,2,3,"Ipswich RUN East 5/27/2022  ","0-50m","WEVI",0,"UPLAND",1
"16138","Ipswich RUN East","Ipswich","MA",2,"Runnel",2,0,2022,-70.775144,42.680281,2,"6/20/2022",6,20,"JLG","High/Falling","7:15",54,0,1,2,"Ipswich RUN East 6/20/2022  ","0-50m","WEVI",0,"UPLAND",1
"16139","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2021,-71.288352,41.712839,1,"5/24/2021",5,24,"ADF","High/Falling","9:00",60,0,1,1,"JP NAC 5/24/2021  ","0-50m","WEVI",0,"UPLAND",1
"16140","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2021,-71.288352,41.712839,2,"6/3/2021",6,3,"ADF","Low/Falling","5:45",60,2,1,1,"JP NAC 6/3/2021  ","0-50m","WEVI",0,"UPLAND",1
"16141","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2023,-71.288352,41.712839,2,"6/16/2023",6,16,"JH","High/Rising","720",65,0,0,1,"JP NAC 6/16/2023  ","0-50m","WEVI",0,"UPLAND",1
"16142","RM REF","Round Marsh","RI",3,"Reference",2,NA,2021,-71.372664,41.509994,2,"6/7/2021",6,7,"ADF","Low/Falling","9:15",60,0,1,1,"RM REF 6/7/2021  ","0-50m","WEVI",0,"UPLAND",1
